,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,1160.6880072990116,0.0004327460010244977,"[5, 3, 8, 1, 2, 0, 6, 4, 9, 7]",10,0.1,4096
1,2.0,1283.745487089408,0.0031032549995870795,"[4, 0, 8, 2, 7, 5, 6, 1, 3, 9]",10,0.1,4096
2,864.1284922826758,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
3,1009.616611070054,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
4,1179.599689689595,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
5,1378.201797255533,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
6,1610.2413476034467,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
7,1881.3480019363337,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
8,2198.099253666354,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
9,2568.180009225155,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
10,3000.5690365358028,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
11,3505.7568046929086,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
12,4096.0,1414.434049253052,0.8793033940019086,"[3, 0, 7, 5, 8, 9, 4, 1, 6, 2]",10,0.1,4096
13,0.0,1160.6880072990116,0.0004526709999481682,"[5, 3, 8, 1, 2, 0, 6, 4, 9, 7]",10,0.3,4096
14,2.0,1283.745487089408,0.0029282040013640653,"[4, 0, 8, 2, 7, 5, 6, 1, 3, 9]",10,0.3,4096
15,864.1284922826758,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
16,1009.616611070054,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
17,1179.599689689595,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
18,1378.201797255533,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
19,1610.2413476034467,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
20,1881.3480019363337,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
21,2198.099253666354,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
22,2568.180009225155,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
23,3000.5690365358028,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
24,3505.7568046929086,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
25,4096.0,1414.4340492530519,0.8564160230016569,"[5, 7, 0, 3, 2, 6, 1, 4, 9, 8]",10,0.3,4096
26,0.0,1160.6880072990116,0.000462210999103263,"[5, 3, 8, 1, 2, 0, 6, 4, 9, 7]",10,0.5,4096
27,2.0,1283.745487089408,0.0029585249976662453,"[4, 0, 8, 2, 7, 5, 6, 1, 3, 9]",10,0.5,4096
28,1610.2413476034467,1414.434049253052,1.5521203969983617,"[0, 7, 5, 8, 9, 4, 1, 6, 2, 3]",10,0.5,4096
29,1881.3480019363337,1414.434049253052,1.5521203969983617,"[0, 7, 5, 8, 9, 4, 1, 6, 2, 3]",10,0.5,4096
30,2198.099253666354,1414.434049253052,1.5521203969983617,"[0, 7, 5, 8, 9, 4, 1, 6, 2, 3]",10,0.5,4096
31,2568.180009225155,1414.434049253052,1.5521203969983617,"[0, 7, 5, 8, 9, 4, 1, 6, 2, 3]",10,0.5,4096
32,3000.5690365358028,1414.434049253052,1.5521203969983617,"[0, 7, 5, 8, 9, 4, 1, 6, 2, 3]",10,0.5,4096
