,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,465.24964390037115,0.0003965580035583116,"[4, 1, 0, 3, 2]",10,0.1,4096
1,2.0,465.2496439003712,0.002521333000913728,"[0, 1, 4, 2, 3]",10,0.1,4096
2,541.8060349810154,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
3,633.0266595536526,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
4,739.605552233646,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
5,864.1284922826758,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
6,1009.616611070054,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
7,1179.599689689595,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
8,1378.201797255533,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
9,1610.2413476034467,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
10,1881.3480019363337,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
11,2198.099253666354,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
12,2568.180009225155,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
13,3000.5690365358028,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
14,3505.7568046929086,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
15,4096.0,465.2496439003712,0.4785149340023054,"[0, 1, 4, 2, 3]",10,0.1,4096
16,0.0,465.24964390037115,0.00036031300260219723,"[4, 1, 0, 3, 2]",10,0.3,4096
17,2.0,465.2496439003712,0.0023236900015035644,"[0, 1, 4, 2, 3]",10,0.3,4096
18,541.8060349810154,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
19,633.0266595536526,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
20,739.605552233646,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
21,864.1284922826758,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
22,1009.616611070054,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
23,1179.599689689595,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
24,1378.201797255533,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
25,1610.2413476034467,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
26,1881.3480019363337,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
27,2198.099253666354,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
28,2568.180009225155,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
29,3000.5690365358028,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
30,3505.7568046929086,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
31,4096.0,465.2496439003712,0.4634151030004432,"[0, 1, 4, 2, 3]",10,0.3,4096
32,0.0,465.24964390037115,0.00035968900192528963,"[4, 1, 0, 3, 2]",10,0.5,4096
33,2.0,465.2496439003712,0.0022618690018134657,"[4, 2, 3, 0, 1]",10,0.5,4096
34,541.8060349810154,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
35,633.0266595536526,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
36,739.605552233646,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
37,864.1284922826758,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
38,1009.616611070054,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
39,1179.599689689595,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
40,1378.201797255533,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
41,1610.2413476034467,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
42,1881.3480019363337,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
43,2198.099253666354,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
44,2568.180009225155,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
45,3000.5690365358028,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
46,3505.7568046929086,465.2496439003712,0.4592397750020609,"[4, 2, 3, 0, 1]",10,0.5,4096
