,Iteration,Fitness,Time,State,Restarts,max_iters,current_restart
0,0.0,21.0,6.051899981684983e-05,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",5,4096,0
1,2.0,25.0,0.00031786999988980824,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",5,4096,0
2,4096.0,49.0,0.6061083529993994,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,0
3,0.0,20.0,0.633183184999325,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",5,4096,1
4,2.0,20.0,0.6339321679997738,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",5,4096,1
5,4096.0,49.0,2.1119319179997547,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,1
6,0.0,20.0,2.160651852999763,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",5,4096,2
7,2.0,21.0,2.161808225999266,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",5,4096,2
8,4096.0,49.0,4.512052018999384,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,2
9,0.0,19.0,4.594827838999663,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",5,4096,3
10,2.0,20.0,4.596428217999346,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",5,4096,3
11,4096.0,49.0,7.844439944999976,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,3
12,0.0,21.0,7.936750838999615,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",5,4096,4
13,2.0,21.0,7.938698778999424,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",5,4096,4
14,4096.0,49.0,11.976191940999342,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,4
15,0.0,25.0,12.08899862599992,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",5,4096,5
16,2.0,25.0,12.09151870200003,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",5,4096,5
17,4096.0,49.0,17.042791436999323,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,4096,5
18,0.0,21.0,9.850000060396269e-05,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,4096,0
19,2.0,25.0,0.0003592140001273947,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,4096,0
20,4096.0,49.0,0.7293352420001611,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,0
21,0.0,20.0,0.8850405720004346,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",10,4096,1
22,2.0,20.0,0.8857703200001197,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",10,4096,1
23,4096.0,49.0,2.4792223100002957,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,1
24,0.0,20.0,2.6562378930002524,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",10,4096,2
25,2.0,21.0,2.6573341910007002,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",10,4096,2
26,4096.0,49.0,5.124224003000563,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,2
27,0.0,19.0,5.321972183000071,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",10,4096,3
28,2.0,20.0,5.323430452000139,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",10,4096,3
29,4096.0,49.0,8.684425355000712,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,3
30,0.0,21.0,8.901754154000628,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",10,4096,4
31,2.0,21.0,8.903716915000587,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",10,4096,4
32,4096.0,49.0,13.081862068000191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,4
33,0.0,25.0,13.322993030000362,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",10,4096,5
34,2.0,25.0,13.325484474000405,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",10,4096,5
35,4096.0,49.0,18.377502499000002,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,5
36,0.0,35.0,18.639115787000264,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,4096,6
37,2.0,36.0,18.642134727000666,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",10,4096,6
38,4096.0,49.0,24.498102275000747,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,6
39,0.0,17.0,24.782306656999936,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",10,4096,7
40,2.0,20.0,24.785698493000382,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",10,4096,7
41,4096.0,49.0,31.59444844600057,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,7
42,0.0,26.0,31.901104362000297,"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",10,4096,8
43,2.0,26.0,31.90502094600015,"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",10,4096,8
44,4096.0,49.0,39.54533612400064,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,8
45,0.0,12.0,39.87278740200054,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",10,4096,9
46,2.0,14.0,39.87715348300026,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",10,4096,9
47,4096.0,49.0,48.34414333299992,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,9
48,0.0,27.0,48.70142651700007,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",10,4096,10
49,2.0,29.0,48.70618882400049,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",10,4096,10
50,4096.0,49.0,58.09080889100005,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,4096,10
51,0.0,21.0,9.998400037147803e-05,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",20,4096,0
52,2.0,25.0,0.0003581470000426634,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",20,4096,0
53,4096.0,49.0,0.9724898180002128,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,4096,0
54,0.0,20.0,1.3664436400003979,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",20,4096,1
55,2.0,20.0,1.367185435000465,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",20,4096,1
56,4096.0,49.0,3.2161384600003657,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",20,4096,1
57,0.0,20.0,3.62682728999971,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",20,4096,2
58,2.0,21.0,3.6279862350002077,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",20,4096,2
