,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,0.0,0.0003493779986456502,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,0.1,4096
1,2.0,19.0,0.002136750001227483,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",10,0.1,4096
2,1179.599689689595,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
3,1378.201797255533,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
4,1610.2413476034467,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
5,1881.3480019363337,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
6,2198.099253666354,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
7,2568.180009225155,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
8,3000.5690365358028,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
9,3505.7568046929086,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
10,4096.0,34.0,0.9653127569981734,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.1,4096
11,0.0,0.0,0.0003424220012675505,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,0.3,4096
12,2.0,0.0,0.002101217000017641,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,0.3,4096
13,739.605552233646,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
14,864.1284922826758,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
15,1009.616611070054,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
16,1179.599689689595,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
17,1378.201797255533,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
18,1610.2413476034467,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
19,1881.3480019363337,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
20,2198.099253666354,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
21,2568.180009225155,33.0,0.5755520610000531,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",10,0.3,4096
