,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,3.0,0.0003096090003964491,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",10,0.1,4096
1,2.0,18.0,0.002003540997975506,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
2,541.8060349810154,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
3,633.0266595536526,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
4,739.605552233646,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
5,864.1284922826758,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
6,1009.616611070054,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
7,1179.599689689595,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
8,1378.201797255533,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
9,1610.2413476034467,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
10,1881.3480019363337,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
11,2198.099253666354,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
12,2568.180009225155,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
13,3000.5690365358028,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
14,3505.7568046929086,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
15,4096.0,18.0,0.3623018750004121,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.1,4096
16,0.0,3.0,0.0002697199961403385,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",10,0.3,4096
17,2.0,4.0,0.0018316599962417968,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",10,0.3,4096
18,541.8060349810154,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
19,633.0266595536526,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
20,739.605552233646,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
21,864.1284922826758,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
22,1009.616611070054,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
23,1179.599689689595,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
24,1378.201797255533,18.0,0.3702055709945853,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",10,0.3,4096
